0.541,0.584,-1.118,-2.225,-1.889,3.604,19.05.2025,15:08:11.264
0.660,0.475,-1.136,-1.765,-2.242,3.629,19.05.2025,15:08:11.264
0.765,0.343,-1.121,-1.343,-2.643,3.645,19.05.2025,15:08:11.264
0.857,0.223,-1.098,-0.858,-2.871,3.645,19.05.2025,15:08:11.263
0.917,0.092,-1.035,-0.222,-3.038,3.543,19.05.2025,15:08:11.263
0.954,-0.051,-0.946,0.347,-3.303,3.298,19.05.2025,15:08:11.262
0.768,-0.208,-0.820,0.756,-3.563,3.002,19.05.2025,15:08:11.262
1.035,-0.385,-0.707,1.234,-3.691,2.728,19.05.2025,15:08:11.262
1.038,-0.534,-0.576,1.710,-3.724,2.313,19.05.2025,15:08:11.261
1.021,-0.669,-0.433,2.034,-3.745,1.873,19.05.2025,15:08:11.261
0.962,-0.802,-0.296,2.459,-3.758,1.431,19.05.2025,15:08:11.26
0.826,-0.900,-0.145,2.764,-3.763,0.973,19.05.2025,15:08:11.26
0.902,-0.986,-0.027,2.935,-3.695,0.420,19.05.2025,15:08:11.26
0.831,-1.039,0.090,3.192,-3.453,-0.166,19.05.2025,15:08:11.259
0.747,-1.073,0.204,3.317,-3.202,-0.697,19.05.2025,15:08:11.259
0.684,-1.141,0.354,3.676,-2.907,-1.077,19.05.2025,15:08:11.258
0.578,-1.117,0.481,3.665,-2.489,-1.517,19.05.2025,15:08:11.258
0.454,-1.179,0.588,3.703,-2.004,-1.934,19.05.2025,15:08:11.258
0.354,-1.159,0.667,3.729,-1.592,-2.311,19.05.2025,15:08:11.257
0.230,-1.120,0.753,3.731,-1.112,-2.680,19.05.2025,15:08:11.257
0.114,-1.090,0.868,3.708,-0.576,-2.885,19.05.2025,15:08:11.256
-0.020,-1.017,0.899,3.585,0.098,-3.051,19.05.2025,15:08:11.256
-0.148,-0.921,0.937,3.337,0.621,-3.266,19.05.2025,15:08:11.256
-0.286,-0.822,0.983,3.050,1.085,-3.636,19.05.2025,15:08:11.255
-0.450,-0.734,1.064,2.675,1.543,-3.614,19.05.2025,15:08:11.255
-0.447,-0.623,1.099,2.191,1.928,-3.661,19.05.2025,15:08:11.254
-0.720,-0.523,1.111,1.739,2.295,-3.688,19.05.2025,15:08:11.254
-0.809,-0.392,1.093,1.315,2.688,-3.702,19.05.2025,15:08:11.254
-0.903,-0.264,1.069,0.831,2.918,-3.704,19.05.2025,15:08:11.253
-0.970,-0.145,1.022,0.203,3.083,-3.609,19.05.2025,15:08:11.253
-1.015,0.027,0.928,-0.373,3.354,-3.349,19.05.2025,15:08:11.252
-1.044,0.169,0.801,-0.782,3.613,-3.062,19.05.2025,15:08:11.252
-1.073,0.338,0.679,-1.257,3.735,-2.788,19.05.2025,15:08:11.252
-1.095,0.489,0.561,-1.729,3.775,-2.370,19.05.2025,15:08:11.251
-1.072,0.633,0.406,-2.155,3.801,-1.918,19.05.2025,15:08:11.251
-1.042,0.765,0.271,-2.483,3.806,-1.484,19.05.2025,15:08:11.25
-1.025,0.852,0.118,-2.785,3.813,-1.026,19.05.2025,15:08:11.25
-0.949,0.938,0.007,-2.958,3.751,-0.461,19.05.2025,15:08:11.25
-0.881,0.990,-0.109,-3.214,3.502,0.145,19.05.2025,15:08:11.249
-0.797,1.046,-0.244,-3.456,3.136,0.596,19.05.2025,15:08:11.249
-0.703,1.093,-0.388,-3.648,2.935,1.011,19.05.2025,15:08:11.248
-0.616,1.136,-0.504,-3.694,2.521,1.479,19.05.2025,15:08:11.248
-0.513,1.126,-0.596,-3.726,2.051,1.881,19.05.2025,15:08:11.248
-0.398,1.117,-0.696,-3.753,1.641,2.306,19.05.2025,15:08:11.247
-0.281,1.079,-0.776,-3.766,1.127,2.618,19.05.2025,15:08:11.247
-0.146,1.018,-0.783,-3.750,0.619,2.821,19.05.2025,15:08:11.246
0.052,0.978,-0.912,-3.615,-0.055,2.991,19.05.2025,15:08:11.246
0.098,0.871,-0.956,-3.357,-0.581,3.209,19.05.2025,15:08:11.246
0.236,0.784,-1.014,-3.069,-1.039,3.427,19.05.2025,15:08:11.245
0.410,0.678,-1.085,-2.699,-1.512,3.557,19.05.2025,15:08:11.245
0.550,0.578,-1.122,-2.210,-1.885,3.602,19.05.2025,15:08:11.244
0.658,0.459,-1.125,-1.759,-2.253,3.635,19.05.2025,15:08:11.244
0.758,0.346,-1.121,-1.336,-2.649,3.646,19.05.2025,15:08:11.244
0.856,0.212,-1.089,-0.849,-2.873,3.646,19.05.2025,15:08:11.243
0.932,0.081,-1.039,-0.091,-3.045,3.538,19.05.2025,15:08:11.243
0.950,-0.059,-0.928,0.282,-3.312,3.289,19.05.2025,15:08:11.242
0.987,-0.221,-0.815,0.758,-3.569,2.995,19.05.2025,15:08:11.242
1.020,-0.380,-0.699,1.238,-3.693,2.723,19.05.2025,15:08:11.242
1.055,-0.556,-0.571,1.716,-3.729,2.316,19.05.2025,15:08:11.241
1.023,-0.683,-0.423,2.093,-3.748,1.857,19.05.2025,15:08:11.241
0.977,-0.804,-0.272,2.464,-3.837,1.426,19.05.2025,15:08:11.24
0.941,-0.899,-0.139,2.765,-3.765,0.967,19.05.2025,15:08:11.24
0.902,-1.006,-0.010,2.939,-3.694,0.409,19.05.2025,15:08:11.24
0.839,-1.057,0.099,3.195,-3.453,-0.198,19.05.2025,15:08:11.239
0.733,-1.092,0.235,3.435,-3.191,-0.633,19.05.2025,15:08:11.239
0.653,-1.143,0.354,3.624,-2.905,-1.084,19.05.2025,15:08:11.238
0.568,-1.199,0.501,3.668,-2.478,-1.540,19.05.2025,15:08:11.238
0.462,-1.198,0.599,3.702,-2.001,-1.936,19.05.2025,15:08:11.238
0.334,-1.157,0.686,3.729,-1.589,-2.320,19.05.2025,15:08:11.237
0.220,-1.124,0.765,3.972,-1.101,-2.684,19.05.2025,15:08:11.237
0.097,-1.068,0.831,3.724,-0.562,-2.879,19.05.2025,15:08:11.236
-0.021,-1.015,0.910,3.581,0.104,-3.053,19.05.2025,15:08:11.236
-0.154,-0.916,0.942,3.333,0.633,-3.271,19.05.2025,15:08:11.236
-0.310,-0.818,1.002,3.045,1.090,-3.491,19.05.2025,15:08:11.235
-0.457,-0.724,1.060,2.677,1.572,-3.619,19.05.2025,15:08:11.235
-0.608,-0.613,1.157,2.188,1.884,-3.655,19.05.2025,15:08:11.234
-0.716,-0.650,1.114,1.732,2.301,-3.689,19.05.2025,15:08:11.234
-0.816,-0.377,1.097,1.306,2.691,-3.704,19.05.2025,15:08:11.234
-0.909,-0.257,1.068,0.825,2.921,-3.703,19.05.2025,15:08:11.233
-0.975,-0.126,1.013,0.194,3.097,-3.593,19.05.2025,15:08:11.233
-1.007,0.006,0.916,-0.412,3.357,-3.344,19.05.2025,15:08:11.232
-1.043,0.176,0.788,-0.784,3.614,-3.055,19.05.2025,15:08:11.232
-1.087,0.348,0.686,-1.266,3.740,-2.783,19.05.2025,15:08:11.232
-1.090,0.500,0.544,-1.736,3.778,-2.367,19.05.2025,15:08:11.231
-1.075,0.632,0.409,-2.121,3.799,-1.912,19.05.2025,15:08:11.231
-1.028,0.751,0.257,-2.485,3.746,-1.473,19.05.2025,15:08:11.23
-0.998,0.867,-0.037,-2.792,3.815,-1.017,19.05.2025,15:08:11.23
-0.967,0.947,-0.007,-2.961,3.751,-0.454,19.05.2025,15:08:11.23
-0.882,1.002,-0.120,-3.221,3.500,0.154,19.05.2025,15:08:11.229
-0.791,1.035,-0.239,-3.469,3.220,0.566,19.05.2025,15:08:11.229
-0.707,1.111,-0.389,-3.647,2.960,1.016,19.05.2025,15:08:11.228
-0.630,1.146,-0.510,-3.689,2.512,1.488,19.05.2025,15:08:11.228
-0.512,1.140,-0.613,-3.727,2.046,1.884,19.05.2025,15:08:11.228
-0.399,1.108,-0.687,-3.753,1.627,2.261,19.05.2025,15:08:11.227
-0.276,1.078,-0.781,-3.763,1.149,2.626,19.05.2025,15:08:11.227
-0.160,1.042,-0.870,-3.751,0.612,2.823,19.05.2025,15:08:11.226
-0.025,0.966,-0.892,-3.603,-0.065,2.993,19.05.2025,15:08:11.226
0.097,0.875,-0.954,-3.353,-0.589,3.213,19.05.2025,15:08:11.226
0.238,0.775,-1.005,-3.063,-1.044,3.430,19.05.2025,15:08:11.225
0.402,0.691,-1.086,-2.696,-1.505,3.557,19.05.2025,15:08:11.225
0.550,0.573,-1.105,-2.230,-1.898,3.602,19.05.2025,15:08:11.224
0.667,0.476,-1.152,-1.758,-2.256,3.634,19.05.2025,15:08:11.224
0.760,0.345,-1.110,-1.329,-2.651,3.647,19.05.2025,15:08:11.224
0.846,0.223,-1.091,-0.841,-2.873,3.647,19.05.2025,15:08:11.223
0.914,0.097,-1.037,-0.212,-3.042,3.533,19.05.2025,15:08:11.223
0.959,-0.057,-0.915,0.364,-3.313,3.287,19.05.2025,15:08:11.222
0.970,-0.209,-0.813,0.761,-3.569,2.999,19.05.2025,15:08:11.222
1.015,-0.377,-0.704,1.244,-3.693,2.720,19.05.2025,15:08:11.222
1.038,-0.527,-0.580,1.721,-3.729,2.315,19.05.2025,15:08:11.221
1.024,-0.679,-0.428,2.105,-3.750,1.776,19.05.2025,15:08:11.221
0.984,-0.793,-0.292,2.495,-3.765,1.424,19.05.2025,15:08:11.22
0.933,-0.899,-0.153,2.772,-3.765,0.960,19.05.2025,15:08:11.22
0.901,-0.986,-0.029,2.942,-3.694,0.404,19.05.2025,15:08:11.22
0.835,-1.046,0.116,3.199,-3.451,-0.203,19.05.2025,15:08:11.219
0.750,-1.093,0.222,3.448,-3.187,-0.672,19.05.2025,15:08:11.219
0.651,-1.143,0.354,3.623,-2.910,-1.089,19.05.2025,15:08:11.218
0.573,-1.239,0.369,3.664,-2.466,-1.545,19.05.2025,15:08:11.218
0.458,-1.179,0.580,3.703,-1.997,-1.942,19.05.2025,15:08:11.218
0.351,-1.169,0.677,3.728,-1.585,-2.325,19.05.2025,15:08:11.217
0.226,-1.121,0.759,3.738,-1.087,-2.687,19.05.2025,15:08:11.217
0.101,-1.081,0.848,3.721,-0.561,-2.884,19.05.2025,15:08:11.216
-0.018,-1.015,0.890,3.560,0.118,-3.060,19.05.2025,15:08:11.216
-0.148,-0.926,0.940,3.330,0.641,-3.273,19.05.2025,15:08:11.216
-0.292,-0.828,0.992,3.041,1.094,-3.490,19.05.2025,15:08:11.215
-0.461,-0.727,1.067,2.667,1.557,-3.623,19.05.2025,15:08:11.215
-0.595,-0.626,1.101,2.186,1.913,-3.663,19.05.2025,15:08:11.214
-0.711,-0.521,1.099,1.727,2.306,-3.690,19.05.2025,15:08:11.214
-0.748,-0.391,1.097,1.298,2.695,-3.704,19.05.2025,15:08:11.214
-0.909,-0.259,1.069,0.814,2.920,-3.704,19.05.2025,15:08:11.213
-0.971,-0.139,1.019,0.184,3.186,-3.598,19.05.2025,15:08:11.213
-0.995,0.005,0.908,-0.385,3.359,-3.235,19.05.2025,15:08:11.212
-1.027,0.158,0.802,-0.795,3.613,-3.053,19.05.2025,15:08:11.212
-1.068,0.331,0.683,-1.275,3.742,-2.778,19.05.2025,15:08:11.212
-1.106,0.499,0.561,-1.740,3.777,-2.364,19.05.2025,15:08:11.211
-1.068,0.624,0.407,-2.127,3.799,-1.906,19.05.2025,15:08:11.211
-1.030,0.742,0.264,-2.377,3.813,-1.470,19.05.2025,15:08:11.21
-0.986,0.845,0.104,-2.789,3.816,-1.011,19.05.2025,15:08:11.21
-0.962,0.956,-0.003,-2.962,3.748,-0.447,19.05.2025,15:08:11.21
-0.885,0.997,-0.115,-3.224,3.496,0.159,19.05.2025,15:08:11.209
-0.788,1.043,-0.251,-3.474,3.132,0.608,19.05.2025,15:08:11.209
-0.707,1.092,-0.374,-3.650,2.937,1.003,19.05.2025,15:08:11.208
-0.672,1.150,-0.682,-3.693,2.507,1.493,19.05.2025,15:08:11.208
-0.511,1.131,-0.611,-3.726,2.040,1.892,19.05.2025,15:08:11.208
-0.389,1.110,-0.703,-3.751,1.622,2.263,19.05.2025,15:08:11.207
-0.280,1.076,-0.778,-3.764,1.134,2.669,19.05.2025,15:08:11.207
-0.151,1.029,-0.858,-3.748,0.598,2.734,19.05.2025,15:08:11.206
-0.143,0.981,-0.966,-3.602,-0.076,2.996,19.05.2025,15:08:11.206
0.104,0.869,-0.961,-3.348,-0.595,3.210,19.05.2025,15:08:11.206
0.255,0.777,-1.019,-3.065,-1.044,3.431,19.05.2025,15:08:11.205
0.402,0.679,-1.078,-2.687,-1.513,3.545,19.05.2025,15:08:11.205
0.552,0.576,-1.128,-2.187,-2.136,3.603,19.05.2025,15:08:11.204
0.665,0.461,-1.134,-1.723,-2.259,3.633,19.05.2025,15:08:11.204
0.776,0.335,-1.120,-1.323,-2.658,3.648,19.05.2025,15:08:11.204
0.848,0.216,-1.086,-0.833,-2.873,3.647,19.05.2025,15:08:11.203
0.920,0.085,-1.033,-0.195,-3.042,3.532,19.05.2025,15:08:11.203
0.945,-0.050,-0.929,0.351,-3.315,3.252,19.05.2025,15:08:11.202
0.996,-0.221,-0.811,0.773,-3.570,2.993,19.05.2025,15:08:11.202
1.020,-0.381,-0.697,1.252,-3.692,2.722,19.05.2025,15:08:11.202
1.035,-0.545,-0.565,1.728,-3.728,2.310,19.05.2025,15:08:11.201
1.017,-0.672,-0.427,2.114,-3.749,1.831,19.05.2025,15:08:11.201
0.976,-0.798,-0.270,2.471,-3.761,1.366,19.05.2025,15:08:11.2
0.942,-0.910,-0.143,2.770,-3.762,0.951,19.05.2025,15:08:11.2
0.895,-0.986,-0.008,2.943,-3.690,0.394,19.05.2025,15:08:11.2
0.829,-1.046,0.099,3.204,-3.448,-0.211,19.05.2025,15:08:11.199
0.734,-1.086,0.231,3.446,-3.188,-0.672,19.05.2025,15:08:11.199
0.654,-1.163,0.359,3.619,-2.898,-1.094,19.05.2025,15:08:11.198
0.722,-1.195,0.503,3.668,-2.464,-1.551,19.05.2025,15:08:11.198
0.447,-1.187,0.605,3.702,-1.990,-1.947,19.05.2025,15:08:11.198
0.341,-1.153,0.678,3.726,-1.574,-2.327,19.05.2025,15:08:11.197
0.215,-1.132,0.776,3.738,-1.085,-2.688,19.05.2025,15:08:11.197
0.092,-1.084,0.851,3.725,-0.581,-2.887,19.05.2025,15:08:11.196
-0.042,-1.011,0.897,3.468,0.122,-3.057,19.05.2025,15:08:11.196
-0.020,-0.907,0.938,3.326,0.646,-3.275,19.05.2025,15:08:11.196
-0.309,-0.815,1.000,3.033,1.097,-3.493,19.05.2025,15:08:11.195
-0.466,-0.725,1.070,2.658,1.560,-3.637,19.05.2025,15:08:11.195
-0.619,-0.607,1.108,2.126,1.946,-3.659,19.05.2025,15:08:11.194
-0.726,-0.525,1.114,1.696,2.314,-3.692,19.05.2025,15:08:11.194
-0.831,-0.367,1.089,1.296,2.707,-3.705,19.05.2025,15:08:11.194
-0.908,-0.258,1.070,0.811,2.922,-3.705,19.05.2025,15:08:11.193
-0.980,-0.123,1.013,0.174,3.090,-3.586,19.05.2025,15:08:11.193
-1.015,0.023,0.912,-0.389,3.213,-3.335,19.05.2025,15:08:11.192
-1.031,0.194,0.787,-0.819,3.622,-3.055,19.05.2025,15:08:11.192
-1.075,0.339,0.679,-1.276,3.739,-2.781,19.05.2025,15:08:11.192
-1.090,0.493,0.551,-1.744,3.774,-2.361,19.05.2025,15:08:11.191
-1.081,0.643,0.405,-2.131,3.798,-1.899,19.05.2025,15:08:11.191
-1.030,0.747,0.258,-2.456,3.816,-1.484,19.05.2025,15:08:11.19
-0.984,0.854,0.193,-2.797,3.803,-1.001,19.05.2025,15:08:11.19
-0.939,0.939,0.004,-2.962,3.743,-0.439,19.05.2025,15:08:11.19
-0.883,1.007,-0.123,-3.228,3.491,0.167,19.05.2025,15:08:11.189
-0.793,1.045,-0.249,-3.481,3.220,0.614,19.05.2025,15:08:11.189
-0.696,1.101,-0.393,-3.696,2.935,1.032,19.05.2025,15:08:11.188
-0.619,1.120,-0.507,-3.694,2.534,1.495,19.05.2025,15:08:11.188
-0.506,1.140,-0.609,-3.730,2.037,1.891,19.05.2025,15:08:11.188
-0.393,1.131,-0.707,-3.751,1.614,2.269,19.05.2025,15:08:11.187
-0.267,1.075,-0.789,-3.761,1.125,2.631,19.05.2025,15:08:11.187
-0.147,1.036,-0.866,-3.748,0.599,2.822,19.05.2025,15:08:11.186
-0.032,0.967,-0.923,-3.597,-0.085,3.003,19.05.2025,15:08:11.186
0.106,0.838,-0.967,-3.349,-0.598,3.212,19.05.2025,15:08:11.186
0.248,0.777,-1.018,-3.057,-1.057,3.437,19.05.2025,15:08:11.185
0.417,0.680,-1.094,-2.673,-1.515,3.557,19.05.2025,15:08:11.185
0.543,0.576,-1.119,-2.165,-1.903,3.604,19.05.2025,15:08:11.184
0.664,0.452,-1.130,-1.751,-2.278,3.632,19.05.2025,15:08:11.184
0.763,0.403,-1.118,-1.314,-2.664,3.647,19.05.2025,15:08:11.184
0.864,0.210,-1.092,-0.825,-2.878,3.646,19.05.2025,15:08:11.183
0.915,0.094,-1.036,-0.194,-3.049,3.532,19.05.2025,15:08:11.183
0.946,-0.052,-0.928,0.369,-3.460,3.278,19.05.2025,15:08:11.182
0.973,-0.202,-0.817,0.798,-3.560,2.987,19.05.2025,15:08:11.182
1.025,-0.385,-0.698,1.258,-3.695,2.717,19.05.2025,15:08:11.182
1.007,-0.538,-0.578,1.737,-3.730,2.300,19.05.2025,15:08:11.181
1.009,-0.669,-0.424,2.116,-3.748,1.841,19.05.2025,15:08:11.181
0.979,-0.781,-0.289,2.477,-3.756,1.407,19.05.2025,15:08:11.18
0.932,-0.780,-0.145,2.775,-3.784,0.947,19.05.2025,15:08:11.18
0.926,-0.989,-0.027,2.942,-3.685,0.389,19.05.2025,15:08:11.18
0.829,-1.037,0.092,3.205,-3.442,-0.217,19.05.2025,15:08:11.179
0.740,-1.084,0.221,3.453,-3.180,-0.680,19.05.2025,15:08:11.179
0.655,-1.136,0.353,3.626,-2.896,-1.139,19.05.2025,15:08:11.178
0.570,-1.177,0.502,3.742,-2.457,-1.558,19.05.2025,15:08:11.178
0.454,-1.188,0.508,3.709,-1.984,-1.953,19.05.2025,15:08:11.178
0.350,-1.164,0.686,3.729,-1.543,-2.328,19.05.2025,15:08:11.177
0.229,-1.125,0.755,3.740,-1.081,-2.695,19.05.2025,15:08:11.177
0.098,-1.082,0.847,3.723,-0.515,-2.890,19.05.2025,15:08:11.176
-0.017,-1.025,0.906,3.555,0.191,-3.067,19.05.2025,15:08:11.176
-0.155,-0.906,0.945,3.321,0.648,-3.278,19.05.2025,15:08:11.176
-0.292,-0.827,0.998,3.029,1.105,-3.497,19.05.2025,15:08:11.175
-0.459,-0.724,1.061,2.651,1.565,-3.617,19.05.2025,15:08:11.175
-0.602,-0.625,1.108,2.171,1.965,-3.664,19.05.2025,15:08:11.174
-0.720,-0.503,1.122,1.724,2.313,-3.709,19.05.2025,15:08:11.174
-0.817,-0.387,1.096,1.286,2.707,-3.704,19.05.2025,15:08:11.174
-0.905,-0.261,1.063,0.800,2.924,-3.703,19.05.2025,15:08:11.173
-0.969,-0.139,1.019,0.167,3.095,-3.587,19.05.2025,15:08:11.173
-1.001,0.005,0.910,-0.395,3.366,-3.337,19.05.2025,15:08:11.172
-1.042,0.176,0.853,-0.796,3.614,-3.044,19.05.2025,15:08:11.172
-1.071,0.344,0.693,-1.280,3.741,-2.774,19.05.2025,15:08:11.172
-1.090,0.491,0.555,-1.753,3.778,-2.350,19.05.2025,15:08:11.171
-1.067,0.619,0.412,-2.140,3.800,-1.893,19.05.2025,15:08:11.171
-1.033,0.748,0.261,-2.503,3.816,-1.460,19.05.2025,15:08:11.17
-0.990,0.850,0.114,-2.797,3.814,-0.955,19.05.2025,15:08:11.17
-0.942,0.937,0.019,-2.967,3.743,-0.434,19.05.2025,15:08:11.17
-0.896,0.984,-0.102,-3.229,3.487,0.172,19.05.2025,15:08:11.169
-0.788,1.037,-0.243,-3.481,3.218,0.623,19.05.2025,15:08:11.169
-0.709,1.105,-0.383,-3.651,2.935,1.023,19.05.2025,15:08:11.168
-0.612,1.143,-0.515,-3.693,2.426,1.504,19.05.2025,15:08:11.168
-0.505,1.212,-0.608,-3.730,2.027,1.903,19.05.2025,15:08:11.168
-0.577,1.114,-0.698,-3.751,1.605,2.274,19.05.2025,15:08:11.167
-0.275,1.088,-0.791,-3.764,1.120,2.634,19.05.2025,15:08:11.167
-0.147,1.033,-0.869,-3.749,0.534,2.832,19.05.2025,15:08:11.166
-0.021,0.969,-0.926,-3.594,-0.091,2.998,19.05.2025,15:08:11.166
0.103,0.862,-0.957,-3.347,-0.604,3.220,19.05.2025,15:08:11.166
0.255,0.778,-1.023,-3.048,-1.056,3.437,19.05.2025,15:08:11.165
0.411,0.680,-1.088,-2.669,-1.521,3.559,19.05.2025,15:08:11.165
0.565,0.566,-1.131,-2.189,-1.908,3.602,19.05.2025,15:08:11.164
0.667,0.461,-1.126,-1.744,-2.298,3.639,19.05.2025,15:08:11.164
0.748,0.338,-1.114,-1.346,-2.668,3.648,19.05.2025,15:08:11.164
0.857,0.224,-1.093,-0.821,-2.876,3.646,19.05.2025,15:08:11.163
0.930,0.076,-1.034,-0.183,-3.054,3.529,19.05.2025,15:08:11.163
0.956,-0.063,-0.928,0.370,-3.222,3.275,19.05.2025,15:08:11.162
0.977,-0.223,-0.804,0.854,-3.580,2.978,19.05.2025,15:08:11.162
1.043,-0.378,-0.701,1.264,-3.693,2.712,19.05.2025,15:08:11.162
1.030,-0.547,-0.561,1.742,-3.731,2.295,19.05.2025,15:08:11.161
1.026,-0.689,-0.423,2.119,-3.748,1.837,19.05.2025,15:08:11.161
0.971,-0.792,-0.271,2.482,-3.761,1.401,19.05.2025,15:08:11.16
0.934,-0.899,-0.138,2.777,-3.762,0.823,19.05.2025,15:08:11.16
0.878,-0.981,-0.019,3.049,-3.678,0.381,19.05.2025,15:08:11.16
0.833,-1.062,0.102,3.208,-3.438,-0.225,19.05.2025,15:08:11.159
0.734,-1.086,0.229,3.452,-3.176,-0.686,19.05.2025,15:08:11.159
0.646,-1.149,0.372,3.627,-2.892,-1.105,19.05.2025,15:08:11.158
0.560,-1.186,0.489,3.539,-2.452,-1.565,19.05.2025,15:08:11.158
0.448,-1.193,0.575,3.698,-1.980,-1.963,19.05.2025,15:08:11.158
0.339,-1.167,0.690,3.729,-1.564,-2.333,19.05.2025,15:08:11.157
0.209,-1.123,0.780,3.739,-1.071,-2.702,19.05.2025,15:08:11.157
0.090,-1.081,0.850,3.722,-0.540,-2.883,19.05.2025,15:08:11.156
-0.035,-1.010,0.920,3.566,0.137,-3.065,19.05.2025,15:08:11.156
-0.207,-0.934,0.954,3.329,0.650,-3.280,19.05.2025,15:08:11.156
-0.323,-0.812,1.010,3.020,1.107,-3.500,19.05.2025,15:08:11.155
-0.482,-0.717,1.078,2.647,1.571,-3.619,19.05.2025,15:08:11.155
-0.616,-0.602,1.101,2.164,1.955,-3.642,19.05.2025,15:08:11.154
-0.733,-0.499,1.117,1.715,2.305,-3.721,19.05.2025,15:08:11.154
-0.759,-0.368,1.106,1.285,2.715,-3.705,19.05.2025,15:08:11.154
-0.929,-0.241,1.073,0.791,2.924,-3.704,19.05.2025,15:08:11.153
-0.978,-0.121,1.010,0.162,3.099,-3.588,19.05.2025,15:08:11.153
-1.023,0.018,0.907,-0.401,3.374,-3.350,19.05.2025,15:08:11.152
-1.034,0.177,0.790,-0.802,3.623,-3.040,19.05.2025,15:08:11.152
-1.089,0.403,0.675,-1.311,3.738,-2.763,19.05.2025,15:08:11.152
-1.102,0.504,0.547,-1.756,3.775,-2.345,19.05.2025,15:08:11.151
-1.065,0.636,0.393,-2.137,3.798,-1.890,19.05.2025,15:08:11.151
-1.028,0.741,0.262,-2.499,3.811,-1.450,19.05.2025,15:08:11.15
-0.987,0.859,0.114,-2.780,3.871,-0.989,19.05.2025,15:08:11.15
-0.955,0.954,-0.001,-2.919,3.745,-0.422,19.05.2025,15:08:11.15
-0.873,0.986,-0.124,-3.230,3.493,0.181,19.05.2025,15:08:11.149
-0.794,1.037,-0.243,-3.476,3.221,0.632,19.05.2025,15:08:11.149
-0.698,1.091,-0.382,-3.650,2.936,1.067,19.05.2025,15:08:11.148
-0.618,1.155,-0.518,-3.691,2.478,1.511,19.05.2025,15:08:11.148
-0.500,1.145,-0.618,-3.724,2.021,1.901,19.05.2025,15:08:11.148
-0.301,1.122,-0.704,-3.748,1.601,2.279,19.05.2025,15:08:11.147
-0.272,1.071,-0.778,-3.762,1.116,2.642,19.05.2025,15:08:11.147
